CTY_CODE,CTY_NAME,GEN_VAL_MO,time,year,month,quarter,mom_change,rolling_3_month_avg,rolling_6_month_avg,historical_mean,historical_std,deviation_from_avg,high_disruption_risk
5170,SAUDI ARABIA,1512793537,2023-03-01,2023,3,1,0.09382360894756214,1458272612.6666667,1623760063.6666667,1291375130.3076923,595638949.8037415,0.37173258526035513,0
5170,SAUDI ARABIA,1383784257,2023-04-01,2023,4,2,-0.08527884132545704,1426536745.3333333,1572621731.0,1293685358.475,588134486.2863749,0.1531943809211165,0
5170,SAUDI ARABIA,1163264053,2023-05-01,2023,5,2,-0.15936024917502734,1353280615.6666667,1459543582.8333333,1290504351.0243902,581093358.0370618,-0.2189670493812027,0
5170,SAUDI ARABIA,1343308551,2023-06-01,2023,6,2,0.15477526150290144,1296785620.3333333,1377529116.5,1291761593.8809524,574020937.96314,0.08979978553039761,0
5170,SAUDI ARABIA,1517060438,2023-07-01,2023,7,3,0.1293462227056128,1341211014.0,1383873879.6666667,1297001101.8837209,568185932.0111936,0.38730162736930246,0
5170,SAUDI ARABIA,1375163285,2023-08-01,2023,8,3,-0.09353427816433502,1411844091.3333333,1382562353.5,1298777515.1363637,561663871.9769822,0.13599908000984376,0
5170,SAUDI ARABIA,1469508549,2023-09-01,2023,9,3,0.06860659023484628,1453910757.3333333,1375348188.8333333,1302571538.1111112,555827647.5646421,0.3003395236280942,0
5170,SAUDI ARABIA,1179481040,2023-10-01,2023,10,4,-0.1973636078520017,1341384291.3333333,1341297652.6666667,1299895657.7173913,549916647.0647756,-0.2189688534800937,0
5170,SAUDI ARABIA,1096703691,2023-11-01,2023,11,4,-0.07018116119950513,1248564426.6666667,1330204259.0,1295572424.3829787,544713384.3752763,-0.36508875876266245,0
5170,SAUDI ARABIA,992418729,2023-12-01,2023,12,4,-0.09508946022139353,1089534486.6666667,1271722622.0,1289256722.3958333,540660951.0203371,-0.5490279866441984,0
5170,SAUDI ARABIA,1061759972,2024-01-01,2024,1,1,0.06987095363453188,1050294130.6666666,1195839211.0,1284613931.5714285,535985637.1997346,-0.41578345407860656,0
5170,SAUDI ARABIA,1079189817,2024-02-01,2024,2,1,0.016415993689391062,1044456172.6666666,1146510299.6666667,1280505449.28,531283083.8324997,-0.3789234748973671,0
5170,SAUDI ARABIA,1260756378,2024-03-01,2024,3,1,0.1682433971668953,1133902055.6666667,1111718271.1666667,1280118212.5882354,525950690.11102873,-0.036813022498645404,0
5170,SAUDI ARABIA,1465705731,2024-04-01,2024,4,2,0.16256063151956557,1268550642.0,1159422386.3333333,1283687203.3269231,521404340.26242405,0.349092851013604,0
5170,SAUDI ARABIA,1525399600,2024-05-01,2024,5,2,0.040727048914022346,1417287236.3333333,1230871704.5,1288247814.5849056,517432814.56661594,0.45832382241494407,0
5170,SAUDI ARABIA,968475164,2024-06-01,2024,6,2,-0.3651006831259166,1319860165.0,1226881110.3333333,1282326098.8333333,514372126.1414454,-0.6101631851392906,1
5170,SAUDI ARABIA,1045050542,2024-07-01,2024,7,3,0.07906798320333586,1179641768.6666667,1224096205.3333333,1278011997.8,510590549.8676311,-0.4562588474471266,0
5170,SAUDI ARABIA,1128434698,2024-08-01,2024,8,3,0.07978959165019983,1047320134.6666666,1232303685.5,1275340974.5892856,506322214.3931473,-0.29014384993034564,0
5170,SAUDI ARABIA,1177502419,2024-09-01,2024,9,3,0.043482995592891704,1116995886.3333333,1218428025.6666667,1273624508.7017543,501948428.7994199,-0.19149793920395955,0
5170,SAUDI ARABIA,696736044,2024-10-01,2024,10,4,-0.40829332258042694,1000891053.6666666,1090266411.1666667,1263678155.862069,503259323.72538704,-1.1265407020485358,1
5170,SAUDI ARABIA,746196820,2024-11-01,2024,11,4,0.07098925974324932,873478427.6666666,960399281.1666666,1254907285.7627118,503430218.8680404,-1.010488537828627,0
5170,SAUDI ARABIA,700616155,2024-12-01,2024,12,4,-0.061083971116360436,714516339.6666666,915756113.0,1245669100.25,504248949.1259103,-1.0809203394371398,0
5170,SAUDI ARABIA,1118674427,2025-01-01,2025,1,1,0.5967008739614348,855162467.3333334,928026760.5,1243587220.3606558,500293520.8181641,-0.24967901474393947,0
5170,SAUDI ARABIA,926570213,2025-02-01,2025,2,1,-0.17172486414583965,915286931.6666666,894382679.6666666,1238474042.8225806,497806586.26525,-0.6265562538306524,0
5170,SAUDI ARABIA,749026531,2025-03-01,2025,3,1,-0.1916138458899499,931423723.6666666,822970031.6666666,1230705034.6984127,497611254.90017676,-0.9679815296682542,0
5170,SAUDI ARABIA,701772073,2025-04-01,2025,4,2,-0.0630878293949243,792456272.3333334,823809369.8333334,1222440457.171875,498054154.2033282,-1.045405162827564,0
5170,SAUDI ARABIA,879363104,2025-05-01,2025,5,2,0.2530608410232362,776720569.3333334,846003750.5,1217162344.0461538,495976648.92562675,-0.68107891929567,0
5170,SAUDI ARABIA,972594362,2025-06-01,2025,6,2,0.1060213438293176,851243179.6666666,891333451.6666666,1213456768.560606,493066523.1231825,-0.48849880343718144,0
5170,SAUDI ARABIA,851411365,2025-07-01,2025,7,3,-0.12459767579857717,901122943.6666666,846789608.0,1208053105.8208954,491311930.4411745,-0.7258967648122208,0
5170,SAUDI ARABIA,1053265803,2025-08-01,2025,8,3,0.23708215123485,959090510.0,867905539.6666666,1205776821.9558823,487992782.3491761,-0.31252720218873087,0
5170,SAUDI ARABIA,750676218,2025-09-01,2025,9,3,-0.2872870116338525,885117795.3333334,868180487.5,1199181161.0289855,487479877.37228924,-0.9200481165429962,1
5170,SAUDI ARABIA,978635225,2025-10-01,2025,10,4,0.30367154511347527,927525748.6666666,914324346.1666666,1196030504.8,484651922.6490065,-0.44855961493304847,0
5170,SAUDI ARABIA,767817167,2025-11-01,2025,11,4,-0.2154204678254863,832376203.3333334,895733356.6666666,1189999331.028169,483853882.5543934,-0.8725406145329596,1
5170,SAUDI ARABIA,735903001,2025-12-01,2025,12,4,-0.041564798719849416,827451797.6666666,856284796.5,1183692437.5555556,483405759.5817368,-0.926322096250988,0
5170,SAUDI ARABIA,878225603,2026-01-01,2026,1,1,0.1933985889534373,793981923.6666666,860753836.1666666,1179507960.369863,481366571.51202977,-0.625889654995151,0
5170,SAUDI ARABIA,1108767074,2026-02-01,2026,2,1,0.2625082555239511,907631892.6666666,870004048.0,1178552002.445946,478128894.9255518,-0.1459542169205482,0
5170,SAUDI ARABIA,1421067882,2026-03-01,2026,3,1,0.28166493695861683,1136020186.3333333,981735992.0,1181785547.5066667,475712244.0698595,0.502998057073751,0
5180,QATAR,92293140,2020-01-01,2020,1,1,,92293140.0,92293140.0,92293140.0,,,0
5180,QATAR,65571070,2020-02-01,2020,2,1,-0.28953473681792596,78932105.0,78932105.0,78932105.0,18895356.904341605,-0.7071067811865476,1
5180,QATAR,247528663,2020-03-01,2020,3,1,2.7749675733520895,135130957.66666666,135130957.66666666,135130957.66666666,98251973.92124164,1.1439740174933366,0
5180,QATAR,152689254,2020-04-01,2020,4,2,-0.383145159233539,155262995.66666666,139520531.75,139520531.75,80701344.65306337,0.16317847374926142,1
5180,QATAR,104459417,2020-05-01,2020,5,2,-0.3158692294089013,168225778.0,132508308.8,132508308.8,71626717.25768201,-0.3915981755675357,1
5180,QATAR,49133993,2020-06-01,2020,6,2,-0.5296355808686928,102094221.33333333,118612589.5,118612589.5,72545540.10603197,-0.9577238848652949,1
5180,QATAR,22951363,2020-07-01,2020,7,3,-0.5328821942071755,58848257.666666664,107055626.66666667,104946700.0,75452028.30394985,-1.0867214419961142,1
5180,QATAR,61257347,2020-08-01,2020,8,3,1.6690069343594103,44447567.666666664,106336672.83333333,99485530.875,71542411.06898369,-0.5343429625000904,0
5180,QATAR,64007552,2020-09-01,2020,9,3,0.04489592081093563,49405420.666666664,75749821.0,95543533.22222222,67958672.13475084,-0.46404645987919796,0
5180,QATAR,118944878,2020-10-01,2020,10,4,0.8582944400060792,81403259.0,70125758.33333333,97883667.7,64497984.11166392,0.32654059797492574,0
5180,QATAR,92983928,2020-11-01,2020,11,4,-0.218260344089806,91978786.0,68213176.83333333,97438236.81818181,61205991.98115212,-0.07277569848967533,1
5180,QATAR,108782764,2020-12-01,2020,12,4,0.16990932024295646,106903856.66666667,78154638.66666667,98383614.08333333,58449440.453707114,0.1779170140200566,0
5180,QATAR,121065371,2021-01-01,2021,1,1,0.11290949547853013,107610687.66666667,94506973.33333333,100128364.61538461,56313553.78018432,0.3717933779555346,0
5180,QATAR,102200894,2021-02-01,2021,2,1,-0.1558205855578636,110683009.66666667,101330897.83333333,100276402.42857143,54107147.713215776,0.03556815786389173,0
5180,QATAR,157514238,2021-03-01,2021,3,1,0.5412217235594827,126926834.33333333,116915345.5,104092258.13333334,54193003.72417959,0.985772631068078,0
5180,QATAR,174018420,2021-04-01,2021,4,2,0.10477898512260198,144577850.66666666,126094269.16666667,108462643.25,55196864.03737128,1.1876721240107984,0
5180,QATAR,113487116,2021-05-01,2021,5,2,-0.3478442339609795,148339924.66666666,129511467.16666667,108758200.47058824,53458025.181336984,0.08846034834565307,1
5180,QATAR,143027516,2021-06-01,2021,6,2,0.26029738917675904,143511017.33333334,135218925.83333334,110662051.33333333,52487146.67394819,0.6166360093400001,0
5180,QATAR,164583721,2021-07-01,2021,7,3,0.150713692042306,140366117.66666666,142471984.16666666,113500033.94736843,52486944.04862389,0.9732646466387462,0
5180,QATAR,199380832,2021-08-01,2021,8,3,0.21142498655744935,168997356.33333334,158668640.5,117794073.85,54577112.62183357,1.494889601714863,0
5180,QATAR,189807238,2021-09-01,2021,9,3,-0.0480166217783663,184590597.0,164050807.16666666,121223272.14285715,55467788.67591452,1.2364647571920186,0
5180,QATAR,151044164,2021-10-01,2021,10,4,-0.20422337108134936,180077411.33333334,160221764.5,122578767.22727273,54503112.68120747,0.5222710295322649,1
5180,QATAR,205648438,2021-11-01,2021,11,4,0.36151197473607777,182166613.33333334,175581984.83333334,126190492.04347827,55996315.03364298,1.4189852655265414,0
5180,QATAR,190341897,2021-12-01,2021,12,4,-0.07443062125276145,182344833.0,183467715.0,128863467.25,56309257.94011107,1.0917996791111457,0
5180,QATAR,355749238,2022-01-01,2022,1,1,0.8690012215229734,250579857.66666666,215328634.5,137938898.08,71398212.81455097,3.0506413442832034,0
5180,QATAR,257053640,2022-02-01,2022,2,1,-0.2774302442778528,267714925.0,224940769.16666666,142520234.30769232,73752974.7454145,1.552932693056271,1
5180,QATAR,163765890,2022-03-01,2022,3,1,-0.3629116086432388,258856256.0,220600544.5,143307110.44444445,72436229.85380523,0.2824384924069983,1
